,count,log_count,grid_count,log_grid,FRDBI_count,log_FRDBI_count,FRDBI_grid,log_FRDBI_grid,logit_grid,logit_FRDB_grid,,
Scleroderma bovista,2,0.301029996,1,0,468,2.670245853,235,2.371067862,-2.787460475,-0.984000344,,
Scleroderma cepa,1,0,1,0,145,2.161368002,99,1.995635195,-2.787460475,-1.384756965,,
Scleroderma citrinum,301,2.478566496,58,1.763427994,6583,3.818423855,1257,3.099335278,-0.981646798,0.004864149,,
Scleroderma verrucosum,120,2.079181246,57,1.755874856,2466,3.391993072,787,2.895974732,-0.98998034,-0.337782631,,
Sclerophora pallida,1,0,1,0,9,0.954242509,7,0.84509804,-2.787460475,-2.551624238,,
Scopuloides hydnoides,1,0,1,0,252,2.401400541,173,2.238046103,-2.787460475,-1.12875028,,
Scutellinia crucipila,2,0.301029996,2,0.301029996,68,1.832508913,51,1.707570176,-2.485721426,-1.681418609,,
Scutellinia scutellata,45,1.653212514,31,1.491361694,1876,3.273232834,720,2.857332496,-1.274306861,-0.393087506,,
Scutellinia umbrorum,3,0.477121255,3,0.477121255,242,2.383815366,146,2.164352856,-2.308919956,-1.207453603,,
Sebacina epigaea,2,0.301029996,2,0.301029996,114,2.056904851,62,1.792391689,-2.485721426,-1.594642012,,
Sebacina incrustans,38,1.579783597,21,1.322219295,227,2.356025857,127,2.103803721,-1.450835399,-1.271494017,,
Seimatosporium caudatum,1,0,1,0,2,0.301029996,2,0.301029996,-2.787460475,-3.096562438,,
Septocylindrium leucum,1,0,1,0,4,0.602059991,4,0.602059991,-2.787460475,-2.79518459,,
Septogloeum carthusianum,3,0.477121255,3,0.477121255,5,0.698970004,5,0.698970004,-2.308919956,-2.698100546,,
Septomazzantia lirella,1,0,1,0,12,1.079181246,10,1,-2.787460475,-2.396199347,,
Septoria acetosae,96,1.982271233,47,1.672097858,9,0.954242509,9,0.954242509,-1.081485201,-2.442131218,,
Septoria anemones,1,0,1,0,17,1.230448921,14,1.146128036,-2.787460475,-2.249373089,,
Septoria apiicola,1,0,1,0,139,2.1430148,29,1.462397998,-2.787460475,-1.930474748,,
Septoria azaleae,1,0,1,0,34,1.531478917,11,1.041392685,-2.787460475,-2.354632211,,
Septoria brissaceana,1,0,1,0,1,0,1,0,-2.787460475,-3.397766256,,
Septoria chelidonii,1,0,1,0,3,0.477121255,3,0.477121255,-2.787460475,-2.920297288,,
Septoria chrysanthemella,2,0.301029996,1,0,33,1.51851394,12,1.079181246,-2.787460475,-2.31666913,,
Septoria clematidis,6,0.77815125,5,0.698970004,11,1.041392685,10,1,-2.085647288,-2.396199347,,
Septoria convolvuli,5,0.698970004,3,0.477121255,21,1.322219295,13,1.113943352,-2.308919956,-2.281732433,,
Septoria cornicola,20,1.301029996,18,1.255272505,43,1.633468456,23,1.361727836,-1.519973755,-2.032198171,,
Septoria epilobii,7,0.84509804,1,0,10,1,10,1,-2.787460475,-2.396199347,,
Septoria euonymi,1,0,1,0,1,0,1,0,-2.787460475,-3.397766256,,
Septoria geranii,2,0.301029996,1,0,6,0.77815125,5,0.698970004,-2.787460475,-2.698100546,,
Septoria hippocastani,14,1.146128036,5,0.698970004,2,0.301029996,1,0,-2.085647288,-3.397766256,,
Septoria hydrangeae,2,0.301029996,1,0,1,0,1,0,-2.787460475,-3.397766256,,
Septoria lactucae,2,0.301029996,2,0.301029996,4,0.602059991,3,0.477121255,-2.485721426,-2.920297288,,
Septoria lamii,1,0,1,0,3,0.477121255,3,0.477121255,-2.787460475,-2.920297288,,
Septoria leucanthemi,1,0,1,0,25,1.397940009,7,0.84509804,-2.787460475,-2.551624238,,
Septoria lychnidis,9,0.954242509,4,0.602059991,40,1.602059991,23,1.361727836,-2.183269844,-2.032198171,,
Septoria minuta,1,0,1,0,4,0.602059991,4,0.602059991,-2.787460475,-2.79518459,,
Septoria mougeotii,1,0,1,0,3,0.477121255,3,0.477121255,-2.787460475,-2.920297288,,
Septoria polygonorum,1,0,1,0,24,1.380211242,10,1,-2.787460475,-2.396199347,,
Septoria populi,1,0,1,0,1,0,1,0,-2.787460475,-3.397766256,,
Septoria quercicola,2,0.301029996,1,0,4,0.602059991,3,0.477121255,-2.787460475,-2.920297288,,
Septoria quevillensis,1,0,1,0,2,0.301029996,2,0.301029996,-2.787460475,-3.096562438,,
Septoria rhododendri,6,0.77815125,5,0.698970004,7,0.84509804,6,0.77815125,-2.085647288,-2.618745199,,
Septoria scabiosicola,1,0,1,0,12,1.079181246,8,0.903089987,-2.787460475,-2.493458051,,
Septoria sorbi,4,0.602059991,4,0.602059991,9,0.954242509,9,0.954242509,-2.183269844,-2.442131218,,
Septoria stachydis,1,0,1,0,53,1.72427587,41,1.612783857,-2.787460475,-1.777974672,,
Septoria tormentillae,2,0.301029996,2,0.301029996,11,1.041392685,11,1.041392685,-2.485721426,-2.354632211,,
Septoria urticae,3,0.477121255,3,0.477121255,7,0.84509804,5,0.698970004,-2.308919956,-2.698100546,,
Septoria virgaureae,1,0,1,0,4,0.602059991,3,0.477121255,-2.787460475,-2.920297288,,
Serpula himantioides,5,0.698970004,5,0.698970004,324,2.51054501,146,2.164352856,-2.085647288,-1.207453603,,
Serpula lacrymans,6,0.77815125,5,0.698970004,97,1.986771734,39,1.591064607,-2.085647288,-1.800047007,,
Serpula pulverulenta,5,0.698970004,3,0.477121255,2,0.301029996,1,0,-2.308919956,-3.397766256,,
Sigarispora caudata,10,1,8,0.903089987,6,0.77815125,5,0.698970004,-1.879382637,-2.698100546,,
Simocybe centunculus var. centunculus,4,0.602059991,4,0.602059991,333,2.522444234,163,2.212187604,-2.183269844,-1.156471108,,
Simocybe haustellaris,3,0.477121255,3,0.477121255,136,2.133538908,87,1.939519253,-2.308919956,-1.443038069,,
Simocybe sumptuosa,1,0,1,0,230,2.361727836,112,2.049218023,-2.787460475,-1.3288163,,
Sistotrema brinkmannii,8,0.903089987,7,0.84509804,265,2.423245874,143,2.155336037,-1.938090651,-1.217023545,,
Sistotrema confluens,3,0.477121255,3,0.477121255,93,1.968482949,41,1.612783857,-2.308919956,-1.777974672,,
Sistotrema octosporum,1,0,1,0,25,1.397940009,13,1.113943352,-2.787460475,-2.281732433,,
Sistotrema sernanderi,1,0,1,0,47,1.672097858,27,1.431363764,-2.787460475,-1.961860352,,
Skeletocutis amorpha,5,0.698970004,5,0.698970004,395,2.596597096,198,2.29666519,-2.085647288,-1.065440129,,
Skeletocutis lenis,15,1.176091259,11,1.041392685,16,1.204119983,5,0.698970004,-1.738924627,-2.698100546,,
Skeletocutis nivea,8,0.903089987,7,0.84509804,1365,3.135132651,516,2.712649702,-1.938090651,-0.584891966,,
Sowerbyella radiculata var. radiculata,4,0.602059991,3,0.477121255,84,1.924279286,41,1.612783857,-2.308919956,-1.777974672,,
Spadicoides grovei,2,0.301029996,2,0.301029996,28,1.447158031,14,1.146128036,-2.485721426,-2.249373089,,
Spadicoides xylogena,1,0,1,0,14,1.146128036,9,0.954242509,-2.787460475,-2.442131218,,
Sparassis crispa,37,1.568201724,17,1.230448921,888,2.948412966,278,2.444044796,-1.54552541,-0.902699259,,
Sparassis spathulata,2,0.301029996,2,0.301029996,83,1.919078092,33,1.51851394,-2.485721426,-1.87365521,,
Spathularia flavida,1,0,1,0,195,2.290034611,72,1.857332496,-2.787460475,-1.527916186,,
Sphaeridium candidulum,2,0.301029996,1,0,20,1.301029996,12,1.079181246,-2.787460475,-2.31666913,,
Sphaerobolus stellatus,2,0.301029996,2,0.301029996,832,2.920123326,439,2.64246452,-2.485721426,-0.671613472,,
Sphaeropsis sapinea,5,0.698970004,3,0.477121255,87,1.939519253,43,1.633468456,-2.308919956,-1.756936701,,
Sphaerostilbella aureonitens,1,0,1,0,15,1.176091259,10,1,-2.787460475,-2.396199347,,
Sphaerotheca fuliginea,2,0.301029996,1,0,64,1.806179974,33,1.51851394,-2.787460475,-1.87365521,,
Sphaerulina hyperici,1,0,1,0,16,1.204119983,15,1.176091259,-2.787460475,-2.219235134,,
Sphaerulina rehmiana,7,0.84509804,4,0.602059991,6,0.77815125,6,0.77815125,-2.183269844,-2.618745199,,
Spinellus fusiger,73,1.86332286,33,1.51851394,480,2.681241237,261,2.416640507,-1.245662193,-0.933413586,,
Spondylocladiopsis cupulicola,1,0,1,0,75,1.875061263,46,1.662757832,-2.787460475,-1.727116727,,
Spongipellis delectans,7,0.84509804,6,0.77815125,107,2.029383778,29,1.462397998,-2.005752329,-1.930474748,,
Spongipellis spumeus,15,1.176091259,12,1.079181246,38,1.579783597,17,1.230448921,-1.700415245,-2.164527798,,
Sporobolomyces roseus,1,0,1,0,37,1.568201724,11,1.041392685,-2.787460475,-2.354632211,,
Squamanita paradoxa,1,0,1,0,25,1.397940009,10,1,-2.787460475,-2.396199347,,
Stachybotrys dichroa,5,0.698970004,5,0.698970004,56,1.748188027,26,1.414973348,-2.085647288,-1.978426347,,
Steccherinum fimbriatum,2,0.301029996,2,0.301029996,317,2.501059262,149,2.173186268,-2.485721426,-1.198066361,,
Steccherinum ochraceum,2,0.301029996,2,0.301029996,260,2.414973348,137,2.136720567,-2.485721426,-1.236743154,,
Stenocephalopsis subalutacea,1,0,1,0,1,0,1,0,-2.787460475,-3.397766256,,
Stereum gausapatum,204,2.309630167,67,1.826074803,2354,3.371806459,746,2.872738827,-0.911912524,-0.371290762,,
Stereum hirsutum,821,2.914343157,158,2.198657087,13245,4.122051963,1482,3.170848204,-0.460307756,0.163100426,,
Stereum rameale,48,1.681241237,27,1.431363764,609,2.784617293,282,2.450249108,-1.337274337,-0.895712433,,
Stereum rugosum,117,2.068185862,48,1.681241237,5064,3.704493697,1126,3.051538391,-1.071575194,-0.086448342,,
Stereum sanguinolentum,61,1.785329835,28,1.447158031,1626,3.211120541,627,2.797267541,-1.320739585,-0.475270237,,
Stereum subtomentosum,2,0.301029996,2,0.301029996,943,2.974511693,299,2.475671188,-2.485721426,-0.866948854,,
Stictis radiata,2,0.301029996,2,0.301029996,67,1.826074803,31,1.491361694,-2.485721426,-1.901159396,,
Stictis stellata,3,0.477121255,3,0.477121255,113,2.053078443,63,1.799340549,-2.308919956,-1.58751498,,
Stigmina carpophila,3,0.477121255,3,0.477121255,11,1.041392685,9,0.954242509,-2.308919956,-2.442131218,,
Stilbella fimetaria,3,0.477121255,3,0.477121255,175,2.243038049,117,2.068185862,-2.308919956,-1.308938181,,
Stilbum vulgare,2,0.301029996,2,0.301029996,2,0.301029996,2,0.301029996,-2.485721426,-3.096562438,,
Stomiopeltis betulae,1,0,1,0,52,1.716003344,33,1.51851394,-2.787460475,-1.87365521,,
Stomiopeltis pinastri,1,0,1,0,54,1.73239376,36,1.556302501,-2.787460475,-1.835338203,,
Strobilurus esculentus,16,1.204119983,10,1,403,2.605305046,175,2.243038049,-1.781036939,-1.123384909,,
Strobilurus stephanocystis,2,0.301029996,2,0.301029996,178,2.250420002,85,1.929418926,-2.485721426,-1.453498209,,
Strobilurus tenacellus,1,0,1,0,626,2.796574333,292,2.465382851,-2.787460475,-0.878616218,,
Stropharia aeruginosa,115,2.06069784,53,1.72427587,1579,3.19838213,504,2.702430536,-1.024686992,-0.597730001,,
Stropharia aurantiaca,17,1.230448921,1,0,387,2.587710965,129,2.11058971,-2.787460475,-1.264341844,,
Stropharia caerulea,7,0.84509804,6,0.77815125,909,2.958563883,398,2.599883072,-2.005752329,-0.72274964,,
Stropharia coronilla,11,1.041392685,8,0.903089987,410,2.612783857,207,2.315970345,-1.879382637,-1.044433709,,
Stropharia cyanea,3,0.477121255,1,0,203,2.307496038,133,2.123851641,-2.787460475,-1.250346617,,
Stropharia inuncta,25,1.397940009,18,1.255272505,376,2.575187845,196,2.292256071,-1.519973755,-1.070226403,,
Stropharia semiglobata,122,2.086359831,52,1.716003344,3495,3.54344718,985,2.99343623,-1.033732972,-0.186976402,,
Strossmayeria basitricha,1,0,1,0,137,2.136720567,66,1.819543936,-2.787460475,-1.566776638,,
Stypella dubia,5,0.698970004,3,0.477121255,119,2.075546961,52,1.716003344,-2.308919956,-1.67280807,,
Stypella glaira,4,0.602059991,4,0.602059991,9,0.954242509,9,0.954242509,-2.183269844,-2.442131218,,
Stypella subhyalina,2,0.301029996,2,0.301029996,98,1.991226076,54,1.73239376,-2.485721426,-1.656062693,,
Stypella vermiformis,2,0.301029996,2,0.301029996,69,1.838849091,43,1.633468456,-2.485721426,-1.756936701,,
Suillus bovinus,142,2.152288344,43,1.633468456,1657,3.219322508,425,2.62838893,-1.123167653,-0.688629171,,
Suillus cavipes,1,0,1,0,50,1.698970004,20,1.301029996,-2.787460475,-2.093421685,,
Suillus collinitus,3,0.477121255,2,0.301029996,94,1.973127854,45,1.653212514,-2.485721426,-1.736838983,,
Suillus granulatus,16,1.204119983,11,1.041392685,687,2.836956737,264,2.421603927,-1.738924627,-0.927867872,,
Suillus grevillei,72,1.857332496,24,1.380211242,2601,3.415140352,730,2.86332286,-1.39064077,-0.384650406,,
Suillus luteus,61,1.785329835,27,1.431363764,1942,3.288249226,561,2.748962861,-1.337274337,-0.538614948,,
Suillus tridentinus,2,0.301029996,2,0.301029996,79,1.897627091,33,1.51851394,-2.485721426,-1.87365521,,
Suillus variegatus,14,1.146128036,8,0.903089987,1070,3.029383778,308,2.488550717,-1.879382637,-0.852289833,,
Suillus viscidus,11,1.041392685,8,0.903089987,286,2.456366033,114,2.056904851,-1.879382637,-1.320765588,,
Sydowia polyspora,1,0,1,0,107,2.029383778,34,1.531478917,-2.787460475,-1.860514155,,
Sydowiella depressula,1,0,1,0,7,0.84509804,6,0.77815125,-2.787460475,-2.618745199,,
Syzygites megalocarpus,13,1.113943352,10,1,107,2.029383778,53,1.72427587,-1.781036939,-1.6643581,,
Taeniolina scripta,1,0,1,0,38,1.579783597,26,1.414973348,-2.787460475,-1.978426347,,
Tapesia rosae,1,0,1,0,70,1.84509804,43,1.633468456,-2.787460475,-1.756936701,,
Taphrina betulae,1,0,1,0,33,1.51851394,29,1.462397998,-2.787460475,-1.930474748,,
Taphrina betulina,5,0.698970004,3,0.477121255,344,2.536558443,218,2.338456494,-2.308919956,-1.019859146,,
Taphrina deformans,11,1.041392685,6,0.77815125,67,1.826074803,38,1.579783597,-2.005752329,-1.811504452,,
Taphrina populina,1,0,1,0,124,2.093421685,89,1.949390007,-2.787460475,-1.432807204,,
Taphrina pruni,5,0.698970004,5,0.698970004,229,2.359835482,116,2.064457989,-2.085647288,-1.312848262,,
Tapinella atrotomentosa,41,1.612783857,24,1.380211242,856,2.932473765,275,2.439332694,-1.39064077,-0.907997321,,
Tapinella panuoides,5,0.698970004,5,0.698970004,354,2.549003262,195,2.290034611,-2.085647288,-1.072636318,,
Tarzetta catinus,23,1.361727836,15,1.176091259,319,2.503790683,176,2.245512668,-1.601335563,-1.120723456,,
Tarzetta cupularis,5,0.698970004,4,0.602059991,320,2.505149978,180,2.255272505,-2.183269844,-1.11021548,,
Tephrocybe ambusta,4,0.602059991,4,0.602059991,89,1.949390007,53,1.72427587,-2.183269844,-1.6643581,,
Tephrocybe anthracophila,11,1.041392685,6,0.77815125,233,2.367355921,121,2.08278537,-2.005752329,-1.293609072,,
Tephrocybe atrata,23,1.361727836,14,1.146128036,216,2.334453751,132,2.120573931,-1.632023215,-1.253807767,,
Tephrocybe palustris,2,0.301029996,2,0.301029996,323,2.509202522,168,2.225309282,-2.485721426,-1.142419264,,
Tephrocybe putida,2,0.301029996,1,0,12,1.079181246,5,0.698970004,-2.787460475,-2.698100546,,
Tephrocybe rancida,31,1.491361694,18,1.255272505,443,2.646403726,207,2.315970345,-1.519973755,-1.044433709,,
Tephrocybe tylicolor,4,0.602059991,3,0.477121255,127,2.103803721,69,1.838849091,-2.308919956,-1.546935868,,
Tephromela atra var. atra,1,0,1,0,164,2.214843848,54,1.73239376,-2.787460475,-1.656062693,,
Terana coerulea,7,0.84509804,7,0.84509804,295,2.469822016,137,2.136720567,-1.938090651,-1.236743154,,
Thedgonia ligustrina,6,0.77815125,4,0.602059991,61,1.785329835,36,1.556302501,-2.183269844,-1.835338203,,
Thelephora anthocephala,4,0.602059991,1,0,140,2.146128036,86,1.934498451,-2.787460475,-1.448238815,,
Thelephora caryophyllea,1,0,1,0,17,1.230448921,13,1.113943352,-2.787460475,-2.281732433,,
Thelephora palmata,1,0,1,0,118,2.071882007,68,1.832508913,-2.787460475,-1.553454658,,
Thelephora penicillata,33,1.51851394,18,1.255272505,249,2.396199347,127,2.103803721,-1.519973755,-1.271494017,,
Thelephora terrestris,65,1.812913357,34,1.531478917,1554,3.191451014,547,2.737987326,-1.231949077,-0.552714917,,
Thysanophora taxi,1,0,1,0,12,1.079181246,10,1,-2.787460475,-2.396199347,,
Tilachlidium brachiatum,1,0,1,0,22,1.342422681,12,1.079181246,-2.787460475,-2.31666913,,
Tolypocladium ophioglossoides,1,0,1,0,298,2.474216264,132,2.120573931,-2.787460475,-1.253807767,,
Tomentella fibrosa,3,0.477121255,3,0.477121255,7,0.84509804,5,0.698970004,-2.308919956,-2.698100546,,
Tomentella pilosa,1,0,1,0,24,1.380211242,16,1.204119983,-2.787460475,-2.191031609,,
Tomentella punicea,2,0.301029996,2,0.301029996,33,1.51851394,18,1.255272505,-2.485721426,-2.139529272,,
Tomentella stuposa,1,0,1,0,28,1.447158031,15,1.176091259,-2.787460475,-2.219235134,,
Tomentella subtestacea,4,0.602059991,3,0.477121255,11,1.041392685,10,1,-2.308919956,-2.396199347,,
Tomentella testaceogilva,2,0.301029996,1,0,8,0.903089987,5,0.698970004,-2.787460475,-2.698100546,,
Tomentellopsis echinospora,2,0.301029996,2,0.301029996,86,1.934498451,47,1.672097858,-2.485721426,-1.71759969,,
Tomentellopsis submollis,1,0,1,0,13,1.113943352,7,0.84509804,-2.787460475,-2.551624238,,
Tomentellopsis zygodesmoides,5,0.698970004,4,0.602059991,13,1.113943352,6,0.77815125,-2.183269844,-2.618745199,,
Torula herbarum,5,0.698970004,4,0.602059991,594,2.773786445,276,2.440909082,-2.183269844,-0.906225701,,
Trametes gibbosa,315,2.498310554,101,2.004321374,2495,3.39707055,617,2.790285164,-0.705795991,-0.484565156,,
Trametes hirsuta,102,2.008600172,47,1.672097858,1051,3.021602716,377,2.57634135,-1.081485201,-0.750608644,,
Trametes ochracea,5,0.698970004,5,0.698970004,430,2.633468456,166,2.220108088,-2.085647288,-1.147992764,,
Trametes pubescens,18,1.255272505,11,1.041392685,201,2.303196057,112,2.049218023,-1.738924627,-1.3288163,,
Trametes versicolor,979,2.990782692,190,2.278753601,13472,4.129432074,1521,3.182129214,-0.348612256,0.191346522,,
Tranzschelia anemones,4,0.602059991,4,0.602059991,306,2.485721426,154,2.187520721,-2.183269844,-1.182807287,,
Tranzschelia discolor,6,0.77815125,6,0.77815125,241,2.382017043,83,1.919078092,-2.005752329,-1.464198558,,
Trechispora cohaerens,1,0,1,0,160,2.204119983,82,1.913813852,-2.787460475,-1.469642444,,
Trechispora confinis,3,0.477121255,2,0.301029996,82,1.913813852,41,1.612783857,-2.485721426,-1.777974672,,
Trechispora farinacea,7,0.84509804,7,0.84509804,499,2.698100546,245,2.389166084,-1.938090651,-0.963980462,,
Trechispora fastidiosa,1,0,1,0,41,1.612783857,23,1.361727836,-2.787460475,-2.032198171,,
Trechispora hymenocystis,1,0,1,0,19,1.278753601,11,1.041392685,-2.787460475,-2.354632211,,
Trechispora mollusca,181,2.257678575,50,1.698970004,375,2.574031268,206,2.31386722,-1.0523091,-1.046726193,,
Trematosphaeria pertusa,1,0,1,0,26,1.414973348,18,1.255272505,-2.787460475,-2.139529272,,
Tremella encephala,13,1.113943352,12,1.079181246,106,2.025305865,76,1.880813592,-1.700415245,-1.503719023,,
Tremella exigua,3,0.477121255,3,0.477121255,86,1.934498451,44,1.643452676,-2.308919956,-1.746775686,,
Tremella foliacea,37,1.568201724,25,1.397940009,1380,3.139879086,559,2.747411808,-1.372175286,-0.540613728,,
Tremella indecorata,4,0.602059991,4,0.602059991,14,1.146128036,10,1,-2.183269844,-2.396199347,,
Tremella mesenterica,268,2.428134794,102,2.008600172,3501,3.544192111,940,2.973127854,-0.700669789,-0.219996745,,
Tremella translucens,4,0.602059991,3,0.477121255,55,1.740362689,30,1.477121255,-2.308919956,-1.915575699,,
Tremellodendropsis tuberosa,2,0.301029996,2,0.301029996,14,1.146128036,7,0.84509804,-2.485721426,-2.551624238,,
Triadelphia uniseptata,1,0,1,0,7,0.84509804,6,0.77815125,-2.787460475,-2.618745199,,
Trichaptum abietinum,64,1.806179974,34,1.531478917,2188,3.340047318,736,2.866877814,-1.231949077,-0.379620766,,
Trichoderma hamatum,37,1.568201724,30,1.477121255,33,1.51851394,11,1.041392685,-1.289291592,-2.354632211,,
Trichoderma longibrachiatum,3,0.477121255,2,0.301029996,33,1.51851394,18,1.255272505,-2.485721426,-2.139529272,,
Trichoderma polysporum,1,0,1,0,33,1.51851394,11,1.041392685,-2.787460475,-2.354632211,,
Trichoglossum hirsutum var. hirsutum,2,0.301029996,2,0.301029996,731,2.863917377,282,2.450249108,-2.485721426,-0.895712433,,
Tricholoma acerbum,4,0.602059991,4,0.602059991,165,2.217483944,59,1.770852012,-2.183269844,-1.616715768,,
Tricholoma albobrunneum,1,0,1,0,66,1.819543936,36,1.556302501,-2.787460475,-1.835338203,,
Tricholoma album,78,1.892094603,44,1.643452676,583,2.765668555,262,2.418301291,-1.112422179,-0.931558791,,
Tricholoma atrosquamosum var. atrosquamosum,1,0,1,0,186,2.269512944,105,2.021189299,-2.787460475,-1.358116219,,
Tricholoma batschii,5,0.698970004,4,0.602059991,25,1.397940009,11,1.041392685,-2.183269844,-2.354632211,,
Tricholoma cingulatum,1,0,1,0,319,2.503790683,146,2.164352856,-2.787460475,-1.207453603,,
Tricholoma columbetta,3,0.477121255,3,0.477121255,396,2.597695186,165,2.217483944,-2.308919956,-1.150802941,,
Tricholoma equestre,2,0.301029996,2,0.301029996,151,2.178976947,63,1.799340549,-2.485721426,-1.58751498,,
