,count,log_count,grid_count,log_grid,FRDBI_count,log_FRDBI_count,FRDBI_grid,log_FRDBI_grid,logit_grid,logit_FRDB_grid,,
Ceuthospora lauri,7,0.84509804,2,0.301029996,47,1.672097858,30,1.477121255,-2.485721426,-1.915575699,,
Ceuthospora mahoniae,3,0.477121255,3,0.477121255,10,1,8,0.903089987,-2.308919956,-2.493458051,,
Chaetosphaerella phaeostroma,3,0.477121255,2,0.301029996,1153,3.061829307,441,2.644438589,-2.485721426,-0.669217757,,
Chaetosphaeria innumera,4,0.602059991,4,0.602059991,112,2.049218023,56,1.748188027,-2.183269844,-1.639913175,,
Chalciporus piperatus,25,1.397940009,16,1.204119983,1999,3.300812794,627,2.797267541,-1.572581201,-0.475270237,,
Chamaemyces fracidus,14,1.146128036,6,0.77815125,193,2.285557309,88,1.944482672,-2.005752329,-1.437894631,,
Cheilymenia fimicola,18,1.255272505,14,1.146128036,339,2.530199698,178,2.250420002,-1.632023215,-1.115442213,,
Cheilymenia granulata,12,1.079181246,9,0.954242509,823,2.915399835,388,2.588831726,-1.827512865,-0.735862188,,
Cheilymenia raripila,1,0,1,0,130,2.113943352,87,1.939519253,-2.787460475,-1.443038069,,
Cheilymenia stercorea,2,0.301029996,2,0.301029996,152,2.181843588,84,1.924279286,-2.485721426,-1.458817644,,
Cheilymenia theleboloides,2,0.301029996,1,0,42,1.62324929,24,1.380211242,-2.787460475,-2.013539399,,
Cheilymenia vitellina,1,0,1,0,139,2.1430148,87,1.939519253,-2.787460475,-1.443038069,,
Chlorociboria aeruginascens,256,2.408239965,59,1.770852012,3604,3.556784782,789,2.897077003,-0.973440971,-0.336173006,,
Chlorophyllum brunneum,15,1.176091259,11,1.041392685,164,2.214843848,81,1.908485019,-1.738924627,-1.475150849,,
Chlorophyllum rachodes,211,2.324282455,68,1.832508913,3364,3.526855987,770,2.886490725,-0.90468373,-0.351555378,,
Chondrostereum purpureum,83,1.919078092,48,1.681241237,2824,3.450864692,752,2.876217841,-1.071575194,-0.366323588,,
Chroogomphus rutilus,58,1.763427994,16,1.204119983,929,2.968015714,299,2.475671188,-1.572581201,-0.866948854,,
Chrysomphalina grossula,2,0.301029996,2,0.301029996,40,1.602059991,18,1.255272505,-2.485721426,-2.139529272,,
Chrysomyxa pirolata,1,0,1,0,13,1.113943352,7,0.84509804,-2.787460475,-2.551624238,,
Ciboria caucus,1,0,1,0,241,2.382017043,121,2.08278537,-2.787460475,-1.293609072,,
Ciboria viridifusca,1,0,1,0,62,1.792391689,40,1.602059991,-2.787460475,-1.788875116,,
Cladobotryum mycophilum,1,0,1,0,27,1.431363764,23,1.361727836,-2.787460475,-2.032198171,,
Cladonia coniocraea,1,0,1,0,194,2.28780173,84,1.924279286,-2.787460475,-1.458817644,,
Cladonia digitata,1,0,1,0,10,1,8,0.903089987,-2.787460475,-2.493458051,,
Cladonia fimbriata,2,0.301029996,2,0.301029996,121,2.08278537,61,1.785329835,-2.485721426,-1.601881965,,
Cladonia floerkeana,1,0,1,0,72,1.857332496,45,1.653212514,-2.787460475,-1.736838983,,
Cladonia pocillum,2,0.301029996,2,0.301029996,17,1.230448921,10,1,-2.485721426,-2.396199347,,
Cladonia portentosa,2,0.301029996,2,0.301029996,133,2.123851641,53,1.72427587,-2.485721426,-1.6643581,,
Cladonia pyxidata,2,0.301029996,2,0.301029996,74,1.86923172,30,1.477121255,-2.485721426,-1.915575699,,
Cladonia rangiformis,1,0,1,0,50,1.698970004,13,1.113943352,-2.787460475,-2.281732433,,
Cladosporium cladosporioides,1,0,1,0,306,2.485721426,55,1.740362689,-2.787460475,-1.647916174,,
Cladosporium orchidis,2,0.301029996,2,0.301029996,10,1,4,0.602059991,-2.485721426,-2.79518459,,
Cladotrichum triseptatum,2,0.301029996,2,0.301029996,3,0.477121255,1,0,-2.485721426,-3.397766256,,
Clathrus ruber,2,0.301029996,1,0,123,2.089905111,72,1.857332496,-2.787460475,-1.527916186,,
Claussenomyces prasinulus,1,0,1,0,103,2.012837225,74,1.86923172,-2.787460475,-1.515659077,,
Clavaria acuta,4,0.602059991,3,0.477121255,739,2.868644438,338,2.5289167,-2.308919956,-0.805938989,,
Clavaria argillacea,8,0.903089987,5,0.698970004,376,2.575187845,193,2.285557309,-2.085647288,-1.077490286,,
Clavaria crosslandii,3,0.477121255,2,0.301029996,17,1.230448921,10,1,-2.485721426,-2.396199347,,
Clavaria fragilis,29,1.462397998,23,1.361727836,1260,3.100370545,504,2.702430536,-1.409859645,-0.597730001,,
Clavaria fumosa,4,0.602059991,4,0.602059991,780,2.892094603,295,2.469822016,-2.183269844,-0.873586578,,
Clavaria incarnata,1,0,1,0,124,2.093421685,52,1.716003344,-2.787460475,-1.67280807,,
Clavaria rosea,1,0,1,0,63,1.799340549,30,1.477121255,-2.787460475,-1.915575699,,
Clavaria straminea,12,1.079181246,11,1.041392685,162,2.209515015,61,1.785329835,-1.738924627,-1.601881965,,
Clavaria tenuipes,2,0.301029996,2,0.301029996,84,1.924279286,38,1.579783597,-2.485721426,-1.811504452,,
Clavaria zollingeri,1,0,1,0,229,2.359835482,90,1.954242509,-2.787460475,-1.427774533,,
Claviceps purpurea var. purpurea,10,1,8,0.903089987,1872,3.272305844,671,2.82672252,-1.879382637,-0.435491185,,
Clavicorona taxophila,8,0.903089987,2,0.301029996,27,1.431363764,17,1.230448921,-2.485721426,-2.164527798,,
Clavulina cinerea,69,1.838849091,36,1.556302501,2098,3.321805484,695,2.841984805,-1.205625338,-0.414492402,,
Clavulina coralloides,124,2.093421685,53,1.72427587,2818,3.449940989,812,2.909556029,-1.024686992,-0.317816413,,
Clavulina rugosa,66,1.819543936,31,1.491361694,1450,3.161368002,559,2.747411808,-1.274306861,-0.540613728,,
Clavulinopsis corniculata,62,1.792391689,28,1.447158031,2392,3.378761175,768,2.88536122,-1.320739585,-0.353186668,,
Clavulinopsis fusiformis,34,1.531478917,19,1.278753601,1131,3.053462605,461,2.663700925,-1.495763365,-0.6457163,,
Clavulinopsis helvola,9,0.954242509,8,0.903089987,3463,3.539452492,969,2.986323777,-1.879382637,-0.198651414,,
Clavulinopsis laeticolor,3,0.477121255,2,0.301029996,512,2.709269961,231,2.36361198,-2.485721426,-0.992222516,,
Clavulinopsis luteoalba,12,1.079181246,9,0.954242509,1152,3.061452479,430,2.633468456,-1.827512865,-0.68250189,,
Clavulinopsis umbrinella,6,0.77815125,5,0.698970004,266,2.424881637,119,2.075546961,-2.085647288,-1.301212434,,
Clitocybe agrestis,14,1.146128036,12,1.079181246,67,1.826074803,39,1.591064607,-1.700415245,-1.800047007,,
Clitocybe brumalis,101,2.004321374,50,1.698970004,51,1.707570176,32,1.505149978,-1.0523091,-1.887195177,,
Clitocybe candicans,12,1.079181246,11,1.041392685,198,2.29666519,108,2.033423755,-1.738924627,-1.34533742,,
Clitocybe costata,3,0.477121255,3,0.477121255,150,2.176091259,74,1.86923172,-2.308919956,-1.515659077,,
Clitocybe diatreta,16,1.204119983,15,1.176091259,115,2.06069784,70,1.84509804,-1.601335563,-1.540508234,,
Clitocybe ditopa,12,1.079181246,12,1.079181246,443,2.646403726,213,2.328379603,-1.700415245,-1.030886561,,
Clitocybe ericetorum,1,0,1,0,16,1.204119983,12,1.079181246,-2.787460475,-2.31666913,,
Clitocybe fragrans,124,2.093421685,54,1.73239376,3300,3.51851394,851,2.92992956,-1.015794267,-0.287291096,,
Clitocybe frysica,1,0,1,0,11,1.041392685,6,0.77815125,-2.787460475,-2.618745199,,
Clitocybe geotropa,126,2.100370545,59,1.770852012,1421,3.152594078,418,2.621176282,-0.973440971,-0.697304443,,
Clitocybe gibba,227,2.356025857,68,1.832508913,2912,3.464191371,714,2.853698212,-0.90468373,-0.398183243,,
Clitocybe houghtonii,1,0,1,0,138,2.139879086,51,1.707570176,-2.787460475,-1.681418609,,
Clitocybe inornata,3,0.477121255,3,0.477121255,26,1.414973348,14,1.146128036,-2.308919956,-2.249373089,,
Clitocybe metachroa,11,1.041392685,11,1.041392685,1661,3.220369632,502,2.700703717,-1.738924627,-0.599891767,,
Clitocybe nebularis,347,2.540329475,104,2.017033339,5947,3.774297938,1006,3.002597981,-0.690536837,-0.171752617,,
Clitocybe nitriolens,1,0,1,0,5,0.698970004,5,0.698970004,-2.787460475,-2.698100546,,
Clitocybe odora,62,1.792391689,28,1.447158031,1822,3.260548373,546,2.737192643,-1.320739585,-0.553731917,,
Clitocybe phaeophthalma,6,0.77815125,5,0.698970004,583,2.765668555,247,2.392696953,-2.085647288,-0.960064238,,
Clitocybe phyllophila,93,1.968482949,48,1.681241237,1248,3.096214585,459,2.661812686,-1.071575194,-0.648030319,,
Clitocybe rivulosa,212,2.326335861,81,1.908485019,1935,3.286680969,622,2.793790385,-0.81824219,-0.479905203,,
Clitocybe sinopica,7,0.84509804,5,0.698970004,114,2.056904851,56,1.748188027,-2.085647288,-1.639913175,,
Clitocybe squamulosa,1,0,1,0,31,1.491361694,20,1.301029996,-2.787460475,-2.093421685,,
Clitocybe vibecina,183,2.26245109,65,1.812913357,1266,3.102433706,504,2.702430536,-0.926658988,-0.597730001,,
Clitocybula lacerata,3,0.477121255,3,0.477121255,2,0.301029996,2,0.301029996,-2.308919956,-3.096562438,,
Clitopilus hobsonii,14,1.146128036,13,1.113943352,391,2.592176757,195,2.290034611,-1.66493112,-1.072636318,,
Clitopilus prunulus,98,1.991226076,42,1.62324929,2990,3.475671188,774,2.888740961,-1.134146738,-0.348299831,,
Clitopilus scyphoides var. scyphoides,5,0.698970004,3,0.477121255,120,2.079181246,59,1.770852012,-2.308919956,-1.616715768,,
Clonostachys compactiuscula,2,0.301029996,1,0,17,1.230448921,10,1,-2.787460475,-2.396199347,,
Colacogloea peniophorae,1,0,1,0,53,1.72427587,36,1.556302501,-2.787460475,-1.835338203,,
Coleophoma cylindrospora,6,0.77815125,5,0.698970004,113,2.053078443,56,1.748188027,-2.085647288,-1.639913175,,
Coleosporium tussilaginis,30,1.477121255,20,1.301029996,1845,3.26599637,633,2.80140371,-1.472756449,-0.469740608,,
Coleroa circinans,1,0,1,0,9,0.954242509,8,0.903089987,-2.787460475,-2.493458051,,
Coleroa robertiani,16,1.204119983,5,0.698970004,604,2.781036939,309,2.489958479,-2.085647288,-0.850683898,,
Collaria arcyrionema,1,0,1,0,23,1.361727836,15,1.176091259,-2.787460475,-2.219235134,,
Colletotrichum crassipes,3,0.477121255,3,0.477121255,3,0.477121255,3,0.477121255,-2.308919956,-2.920297288,,
Colletotrichum dematium,3,0.477121255,3,0.477121255,111,2.045322979,52,1.716003344,-2.308919956,-1.67280807,,
Colletotrichum helicis,5,0.698970004,5,0.698970004,7,0.84509804,3,0.477121255,-2.085647288,-2.920297288,,
Colletotrichum liliacearum,4,0.602059991,3,0.477121255,185,2.267171728,106,2.025305865,-2.308919956,-1.353818281,,
Colletotrichum malvarum,5,0.698970004,3,0.477121255,2,0.301029996,2,0.301029996,-2.308919956,-3.096562438,,
Colletotrichum typhae,2,0.301029996,1,0,9,0.954242509,6,0.77815125,-2.787460475,-2.618745199,,
Collybia cirrhata,2,0.301029996,1,0,735,2.866287339,274,2.437750563,-2.787460475,-0.909774597,,
Collybia cookei,3,0.477121255,3,0.477121255,610,2.785329835,313,2.495544338,-2.308919956,-0.844304445,,
Collybia tuberosa,3,0.477121255,2,0.301029996,130,2.113943352,92,1.963787827,-2.485721426,-1.417868655,,
Colpoma quercinum,1,0,1,0,375,2.574031268,225,2.352182518,-2.787460475,-1.004798883,,
Coltricia perennis,9,0.954242509,9,0.954242509,700,2.84509804,234,2.369215857,-1.827512865,-0.986044048,,
Conferticium ochraceum,6,0.77815125,5,0.698970004,6,0.77815125,2,0.301029996,-2.085647288,-3.096562438,,
Conidiobolus obscurus,3,0.477121255,2,0.301029996,11,1.041392685,11,1.041392685,-2.485721426,-2.354632211,,
Coniochaeta savoryi,1,0,1,0,2,0.301029996,1,0,-2.787460475,-3.397766256,,
Coniophora puteana,23,1.361727836,21,1.322219295,1373,3.137670537,487,2.687528961,-1.450835399,-0.616314814,,
Coniothyrium buddleiae,2,0.301029996,2,0.301029996,1,0,1,0,-2.485721426,-3.397766256,,
Coniothyrium ilicis,1,0,1,0,11,1.041392685,9,0.954242509,-2.787460475,-2.442131218,,
Conocybe ambigua,2,0.301029996,1,0,44,1.643452676,24,1.380211242,-2.787460475,-2.013539399,,
Conocybe apala,123,2.089905111,5,0.698970004,486,2.686636269,206,2.31386722,-2.085647288,-1.046726193,,
Conocybe arrhenii,2,0.301029996,2,0.301029996,524,2.719331287,257,2.409933123,-2.485721426,-0.94089615,,
Conocybe brunnea,8,0.903089987,6,0.77815125,81,1.908485019,45,1.653212514,-2.005752329,-1.736838983,,
Conocybe brunneola,17,1.230448921,11,1.041392685,105,2.021189299,53,1.72427587,-1.738924627,-1.6643581,,
Conocybe dumetorum,1,0,1,0,20,1.301029996,10,1,-2.787460475,-2.396199347,,
Conocybe exannulata,1,0,1,0,20,1.301029996,10,1,-2.787460475,-2.396199347,,
Conocybe filaris,11,1.041392685,7,0.84509804,282,2.450249108,143,2.155336037,-1.938090651,-1.217023545,,
Conocybe mairei,5,0.698970004,4,0.602059991,73,1.86332286,41,1.612783857,-2.183269844,-1.777974672,,
Conocybe mesospora,3,0.477121255,2,0.301029996,126,2.100370545,64,1.806179974,-2.485721426,-1.58049731,,
Conocybe percincta,3,0.477121255,3,0.477121255,86,1.934498451,43,1.633468456,-2.308919956,-1.756936701,,
Conocybe pilosella,22,1.342422681,19,1.278753601,118,2.071882007,64,1.806179974,-1.495763365,-1.58049731,,
Conocybe pubescens,5,0.698970004,4,0.602059991,236,2.372912003,93,1.968482949,-2.183269844,-1.412993142,,
Conocybe pulchella,3,0.477121255,3,0.477121255,147,2.167317335,68,1.832508913,-2.308919956,-1.553454658,,
Conocybe pygmaeoaffinis,24,1.380211242,18,1.255272505,64,1.806179974,26,1.414973348,-1.519973755,-1.978426347,,
Conocybe rickeniana,7,0.84509804,6,0.77815125,200,2.301029996,100,2,-2.005752329,-1.380211242,,
Conocybe rickenii,1,0,1,0,180,2.255272505,96,1.982271233,-2.787460475,-1.39866323,,
Conocybe siennophylla,4,0.602059991,4,0.602059991,113,2.053078443,44,1.643452676,-2.183269844,-1.746775686,,
Conocybe subovalis,13,1.113943352,11,1.041392685,334,2.523746467,181,2.257678575,-1.738924627,-1.107622174,,
Conocybe tenera,83,1.919078092,61,1.785329835,1061,3.025715384,448,2.651278014,-0.957395296,-0.660899342,,
Conocybe togularis,9,0.954242509,5,0.698970004,52,1.716003344,30,1.477121255,-2.085647288,-1.915575699,,
Conocybe velata,3,0.477121255,2,0.301029996,140,2.146128036,79,1.897627091,-2.485721426,-1.486367698,,
Conocybe vestita,14,1.146128036,11,1.041392685,54,1.73239376,27,1.431363764,-1.738924627,-1.961860352,,
Conocybe watlingii,1,0,1,0,9,0.954242509,8,0.903089987,-2.787460475,-2.493458051,,
Contumyces rosellus,1,0,1,0,20,1.301029996,17,1.230448921,-2.787460475,-2.164527798,,
Coprinellus angulatus,1,0,1,0,169,2.227886705,98,1.991226076,-2.787460475,-1.389346927,,
Coprinellus bisporus,4,0.602059991,4,0.602059991,29,1.462397998,21,1.322219295,-2.183269844,-2.072057232,,
Coprinellus disseminatus,67,1.826074803,46,1.662757832,2854,3.455453969,720,2.857332496,-1.091590504,-0.393087506,,
Coprinellus domesticus,25,1.397940009,18,1.255272505,727,2.861534411,308,2.488550717,-1.519973755,-0.852289833,,
Coprinellus ellisii,1,0,1,0,79,1.897627091,51,1.707570176,-2.787460475,-1.681418609,,
Coprinellus ephemerus,21,1.322219295,15,1.176091259,51,1.707570176,36,1.556302501,-1.601335563,-1.835338203,,
Coprinellus flocculosus,2,0.301029996,2,0.301029996,73,1.86332286,36,1.556302501,-2.485721426,-1.835338203,,
Coprinellus heptemerus,3,0.477121255,3,0.477121255,177,2.247973266,119,2.075546961,-2.308919956,-1.301212434,,
Coprinellus hiascens,4,0.602059991,4,0.602059991,138,2.139879086,68,1.832508913,-2.183269844,-1.553454658,,
Coprinellus impatiens,18,1.255272505,6,0.77815125,258,2.411619706,123,2.089905111,-2.005752329,-1.28612407,,
Coprinellus micaceus,380,2.579783597,126,2.100370545,7501,3.875119165,1220,3.086359831,-0.588049277,-0.020850139,,
Coprinellus radians,9,0.954242509,9,0.954242509,170,2.230448921,93,1.968482949,-1.827512865,-1.412993142,,
Coprinellus silvaticus,75,1.875061263,68,1.832508913,161,2.206825876,71,1.851258349,-0.90468373,-1.534169166,,
Coprinellus subdisseminatus,1,0,1,0,21,1.322219295,17,1.230448921,-2.787460475,-2.164527798,,
Coprinellus truncorum,2,0.301029996,2,0.301029996,119,2.075546961,75,1.875061263,-2.485721426,-1.50965048,,
Coprinellus xanthothrix,4,0.602059991,4,0.602059991,141,2.149219113,87,1.939519253,-2.183269844,-1.443038069,,
Coprinopsis acuminata,2,0.301029996,2,0.301029996,449,2.652246341,210,2.322219295,-2.485721426,-1.037616188,,
Coprinopsis atramentaria,138,2.139879086,79,1.897627091,3494,3.543322901,886,2.947433722,-0.830726691,-0.260469808,,
Coprinopsis cinerea,12,1.079181246,10,1,209,2.320146286,126,2.100370545,-1.781036939,-1.27511017,,
Coprinopsis cordispora,3,0.477121255,3,0.477121255,320,2.505149978,172,2.235528447,-2.308919956,-1.131454529,,
Coprinopsis erythrocephala,3,0.477121255,1,0,48,1.681241237,28,1.447158031,-2.787460475,-1.945890435,,
Coprinopsis friesii,2,0.301029996,2,0.301029996,121,2.08278537,62,1.792391689,-2.485721426,-1.594642012,,
Coprinopsis laanii,1,0,1,0,67,1.826074803,40,1.602059991,-2.787460475,-1.788875116,,
Coprinopsis lagopus var. lagopus,57,1.755874856,38,1.579783597,1943,3.288472801,635,2.802773725,-1.180638887,-0.467905111,,
Coprinopsis macrocephala,3,0.477121255,3,0.477121255,88,1.944482672,46,1.662757832,-2.308919956,-1.727116727,,
Coprinopsis marcescibilis,5,0.698970004,4,0.602059991,176,2.245512668,92,1.963787827,-2.183269844,-1.417868655,,
Coprinopsis narcotica,5,0.698970004,4,0.602059991,40,1.602059991,24,1.380211242,-2.183269844,-2.013539399,,
Coprinopsis nivea,27,1.431363764,17,1.230448921,601,2.778874472,303,2.481442629,-1.54552541,-0.860387428,,
Coprinopsis picacea,50,1.698970004,24,1.380211242,845,2.926856709,259,2.413299764,-1.39064077,-0.937142092,,
Coprinopsis radiata,10,1,8,0.903089987,265,2.423245874,118,2.071882007,-1.879382637,-1.30505975,,
Coprinopsis saccharomyces,1,0,1,0,17,1.230448921,11,1.041392685,-2.787460475,-2.354632211,,
Coprinopsis spelaiophila,1,0,1,0,50,1.698970004,28,1.447158031,-2.787460475,-1.945890435,,
Coprinopsis stercorea,4,0.602059991,3,0.477121255,41,1.612783857,31,1.491361694,-2.308919956,-1.901159396,,
Coprinopsis trispora,1,0,1,0,20,1.301029996,14,1.146128036,-2.787460475,-2.249373089,,
Coprinopsis tuberosa,1,0,1,0,700,2.84509804,343,2.53529412,-2.787460475,-0.798556025,,
Coprinopsis urticicola,3,0.477121255,3,0.477121255,103,2.012837225,63,1.799340549,-2.308919956,-1.58751498,,
Coprinus comatus,186,2.269512944,64,1.806179974,4178,3.620968436,958,2.981365509,-0.934182716,-0.206718865,,
Coprinus cortinatus,8,0.903089987,8,0.903089987,105,2.021189299,59,1.770852012,-1.879382637,-1.616715768,,
Coprinus ephemeroides,3,0.477121255,2,0.301029996,93,1.968482949,63,1.799340549,-2.485721426,-1.58751498,,
Coprinus patouillardii,1,0,1,0,114,2.056904851,78,1.892094603,-2.787460475,-1.492079536,,
Coprinus sterquilinus,2,0.301029996,2,0.301029996,32,1.505149978,22,1.342422681,-2.485721426,-2.051678621,,
Cordyceps militaris,30,1.477121255,21,1.322219295,896,2.95230801,359,2.555094449,-1.450835399,-0.775522219,,
Cordyceps tuberculata,2,0.301029996,2,0.301029996,11,1.041392685,6,0.77815125,-2.485721426,-2.618745199,,
Coriolopsis gallica,6,0.77815125,6,0.77815125,129,2.11058971,40,1.602059991,-2.005752329,-1.788875116,,
Coronophora annexa,1,0,1,0,6,0.77815125,6,0.77815125,-2.787460475,-2.618745199,,
Corticium roseum,8,0.903089987,7,0.84509804,70,1.84509804,48,1.681241237,-1.938090651,-1.708279228,,
Cortinarius acetosus,1,0,1,0,16,1.204119983,10,1,-2.787460475,-2.396199347,,
Cortinarius acutus,4,0.602059991,4,0.602059991,135,2.130333768,82,1.913813852,-2.183269844,-1.469642444,,
Cortinarius alboviolaceus,42,1.62324929,23,1.361727836,337,2.527629901,179,2.252853031,-1.409859645,-1.112822109,,
Cortinarius amoenolens,2,0.301029996,2,0.301029996,90,1.954242509,49,1.69019608,-2.485721426,-1.699147231,,
Cortinarius anomalus,46,1.662757832,28,1.447158031,1179,3.071513805,480,2.681241237,-1.320739585,-0.624110132,,
Cortinarius anthracinus,13,1.113943352,9,0.954242509,168,2.225309282,92,1.963787827,-1.827512865,-1.417868655,,
Cortinarius argutus,1,0,1,0,8,0.903089987,7,0.84509804,-2.787460475,-2.551624238,,
Cortinarius armeniacus,1,0,1,0,7,0.84509804,5,0.698970004,-2.787460475,-2.698100546,,
Cortinarius armillatus,16,1.204119983,7,0.84509804,271,2.432969291,135,2.130333768,-1.938090651,-1.243497377,,
Cortinarius balteatocumatilis,13,1.113943352,7,0.84509804,29,1.462397998,13,1.113943352,-1.938090651,-2.281732433,,
Cortinarius bolaris,11,1.041392685,10,1,396,2.597695186,170,2.230448921,-1.781036939,-1.136907,,
Cortinarius brunneus var. brunneus,9,0.954242509,7,0.84509804,69,1.838849091,46,1.662757832,-1.938090651,-1.727116727,,
Cortinarius brunneus var. glandicolor,3,0.477121255,3,0.477121255,156,2.193124598,87,1.939519253,-2.308919956,-1.443038069,,
Cortinarius bulbosus,1,0,1,0,18,1.255272505,10,1,-2.787460475,-2.396199347,,
Cortinarius bulliardii,3,0.477121255,2,0.301029996,15,1.176091259,12,1.079181246,-2.485721426,-2.31666913,,
Cortinarius caerulescens,8,0.903089987,8,0.903089987,37,1.568201724,18,1.255272505,-1.879382637,-2.139529272,,
